clustering_a2q,eigencentrality_a2q,pageranks_a2q,closnesscentrality_a2q,harmonicclosnesscentrality_a2q,betweenesscentrality_a2q,clustering_c2a,eigencentrality_c2a,pageranks_c2a,closnesscentrality_c2a,harmonicclosnesscentrality_c2a,betweenesscentrality_c2a,clustering_c2q,clustering_c2q,eigencentrality_c2q,pageranks_c2q,closnesscentrality_c2q,harmonicclosnesscentrality_c2q,betweenesscentrality_c2q
0.142857,0.051622,0.000226,0,0,0,0.0625,0.009258,0.000112,0.532258,0.689394,0,0.0625,0.0625,0.009258,0.000112,0.532258,0.689394,0
0.051136,0.441605,0.00097,0,0,0,0.5,0.02596,0.000118,0,0,0,0.5,0.5,0.02596,0.000118,0,0,0
0,0.002832,0.000152,0,0,0,0,0.009258,0.000118,0.666667,0.75,2,0,0,0.009258,0.000118,0.666667,0.75,2
0.009434,0,0.000152,0.435312,0.524126,0,0.2,0.172023,0.000244,0,0,0,0.2,0.2,0.172023,0.000244,0,0,0
0.261905,0.037081,0.000163,0.8,0.875,86.761905,0.5,0.02596,0.000118,0,0,0,0.5,0.5,0.02596,0.000118,0,0,0
0.064935,0.248167,0.000581,1,1,34.292157,0.333333,0.042662,0.000119,0,0,0,0.333333,0.333333,0.042662,0.000119,0,0,0
0.25,0.012273,0.000157,0.287671,0.327513,9.5,0.142857,0.059745,0.000135,0.857143,0.916667,22,0.142857,0.142857,0.059745,0.000135,0.857143,0.916667,22
0.233333,0.079689,0.000177,0,0,0,0,0.027774,0.000192,0,0,0,0,0,0.027774,0.000192,0,0,0
0.089744,0.079732,0.000257,0,0,0,0,0.009258,0.000118,0,0,0,0,0,0.009258,0.000118,0,0,0
0,0.008115,0.000182,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0,0.001915,0.000155,0,0,0,0.5,0.040848,0.000137,0,0,0,0.5,0.5,0.040848,0.000137,0,0,0
0.122222,0.082178,0.000472,0,0,0,0.5,0.048292,0.000155,0,0,0,0.5,0.5,0.048292,0.000155,0,0,0
0.045455,0.030871,0.000193,0.692308,0.777778,77.950866,0.030159,0.009258,0.000112,0.843137,0.906977,0,0.030159,0.030159,0.009258,0.000112,0.843137,0.906977,0
0.142857,0.066869,0.000202,0,0,0,0.5,0.02596,0.000114,0,0,0,0.5,0.5,0.02596,0.000114,0,0,0
0.041963,0.033295,0.0002,0.454167,0.583639,1576.188601,0.2,0.089421,0.000143,0,0,0,0.2,0.2,0.089421,0.000143,0,0,0
0.142857,0.035256,0.000183,1,1,24.166667,0.166667,0.146299,0.00018,0,0,0,0.166667,0.166667,0.146299,0.00018,0,0,0
0.25,0.028511,0.000168,0,0,0,0.5,0.02596,0.000114,0,0,0,0.5,0.5,0.02596,0.000114,0,0,0
0.125,0.035679,0.000271,0,0,0,0.090909,0.178473,0.000435,0,0,0,0.090909,0.090909,0.178473,0.000435,0,0,0
0.3,0.033906,0.00017,0,0,0,0.2,0.069764,0.000127,1,1,4,0.2,0.2,0.069764,0.000127,1,1,4
0.25,0.015185,0.000185,1,1,4.5,0.25,0.042662,0.000123,1,1,3,0.25,0.25,0.042662,0.000123,1,1,3
0.057895,0.159454,0.000868,0,0,0,0.333333,0.042662,0.000123,0,0,0,0.333333,0.333333,0.042662,0.000123,0,0,0
0,0,0.000152,0.595238,0.713333,0,0.333333,0.063461,0.000193,0,0,0,0.333333,0.333333,0.063461,0.000193,0,0,0
0.065217,0.15419,0.000506,0.75,0.833333,217.054473,0,0.009258,0.000114,0,0,0,0,0,0.009258,0.000114,0,0,0
0.333333,0.008496,0.000173,0,0,0,0.333333,0.042662,0.000117,0,0,0,0.333333,0.333333,0.042662,0.000117,0,0,0
0,0.002832,0.000152,0,0,0,0.2,0.123097,0.000243,0,0,0,0.2,0.2,0.123097,0.000243,0,0,0
0.035714,0,0.000152,0.363636,0.434722,0,0.142857,0.170725,0.000384,0,0,0,0.142857,0.142857,0.170725,0.000384,0,0,0
0.138889,0.030926,0.000212,0.237448,0.290195,538.127381,0.5,0.02596,0.000114,0,0,0,0.5,0.5,0.02596,0.000114,0,0,0
0.2,0.044102,0.000271,0,0,0,0.25,0.044476,0.000147,0,0,0,0.25,0.25,0.044476,0.000147,0,0,0
0.333333,0.01887,0.000169,0,0,0,0.142857,0.05192,0.000234,1,1,9,0.142857,0.142857,0.05192,0.000234,1,1,9
0.152778,0.04878,0.000252,0,0,0,0.2,0.086466,0.000161,0,0,0,0.2,0.2,0.086466,0.000161,0,0,0
0.047619,0.002832,0.000152,0.634615,0.772727,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.333333,0.011812,0.000171,0,0,0,0.2,0.009258,0.000112,1,1,0,0.2,0.2,0.009258,0.000112,1,1,0
0.05,0.020427,0.000197,0.666667,0.75,3.5,0.125,0.009258,0.000112,1,1,0,0.125,0.125,0.009258,0.000112,1,1,0
0.125,0.06701,0.000319,0,0,0,0.166667,0.17378,0.000223,0,0,0,0.166667,0.166667,0.17378,0.000223,0,0,0
0,0.005664,0.000167,0,0,0,0.5,0.02596,0.000124,0,0,0,0.5,0.5,0.02596,0.000124,0,0,0
0,0,0.000152,0.455446,0.559783,0,0.333333,0.042662,0.000132,0,0,0,0.333333,0.333333,0.042662,0.000132,0,0,0
0,0.008897,0.000184,0,0,0,0,0.018516,0.000141,0,0,0,0,0,0.018516,0.000141,0,0,0
0.333333,0.009601,0.000166,0,0,0,0.25,0.009258,0.000112,0.666667,0.75,0,0.25,0.25,0.009258,0.000112,0.666667,0.75,0
0,0.001915,0.000164,0,0,0,0.5,0.02596,0.000137,0,0,0,0.5,0.5,0.02596,0.000137,0,0,0
0.5,0.005664,0.000164,0,0,0,0.069853,0.009258,0.000112,0.485915,0.571256,0,0.069853,0.069853,0.009258,0.000112,0.485915,0.571256,0
0.138889,0.075997,0.000517,0,0,0,0.142857,0.133997,0.000194,0,0,0,0.142857,0.142857,0.133997,0.000194,0,0,0
0.166667,0.068555,0.000445,0,0,0,0,0.018516,0.00012,0,0,0,0,0,0.018516,0.00012,0,0,0
0.5,0.006769,0.000154,0,0,0,0.142857,0.05192,0.000226,1,1,10.5,0.142857,0.142857,0.05192,0.000226,1,1,10.5
0.5,0.006769,0.000154,0,0,0,0.333333,0.042662,0.000151,0,0,0,0.333333,0.333333,0.042662,0.000151,0,0,0
0,0.014774,0.000174,0,0,0,0.05,0.042662,0.000123,0.659091,0.775862,53,0.05,0.05,0.042662,0.000123,0.659091,0.775862,53
0,0.002832,0.000154,0,0,0,0.333333,0.02596,0.000118,0.666667,0.75,2,0.333333,0.333333,0.02596,0.000118,0.666667,0.75,2
0,0.011376,0.000297,0,0,0,0.333333,0.053062,0.000154,0,0,0,0.333333,0.333333,0.053062,0.000154,0,0,0
0.166667,0.004747,0.000158,1,1,2,0.2,0.209085,0.00037,0,0,0,0.2,0.2,0.209085,0.00037,0,0,0
0.190476,0.035232,0.000176,1,1,1.533333,0.090909,0.009258,0.000112,0.537037,0.640805,0,0.090909,0.090909,0.009258,0.000112,0.537037,0.640805,0
0.2,0.039064,0.000198,0,0,0,0.5,0.02596,0.000121,0,0,0,0.5,0.5,0.02596,0.000121,0,0,0
0.053571,0.169597,0.000536,0,0,0,0.5,0.02596,0.000121,0,0,0,0.5,0.5,0.02596,0.000121,0,0,0
0.333333,0.043505,0.000226,0,0,0,0.5,0.02596,0.000121,0,0,0,0.5,0.5,0.02596,0.000121,0,0,0
0.25,0.019956,0.00023,0,0,0,0.25,0.02596,0.000121,1,1,2,0.25,0.25,0.02596,0.000121,1,1,2
0.083333,0.010944,0.000175,0.666667,0.75,6.333333,0,0.009258,0.000121,0,0,0,0,0,0.009258,0.000121,0,0,0
0,0.002832,0.000154,0,0,0,0.25,0.083891,0.000153,0,0,0,0.25,0.25,0.083891,0.000153,0,0,0
0.033333,0.0523,0.000319,0,0,0,0.2,0.128836,0.000214,0,0,0,0.2,0.2,0.128836,0.000214,0,0,0
0.025974,0.227787,0.0009,0,0,0,0.142857,0.17265,0.000333,0,0,0,0.142857,0.142857,0.17265,0.000333,0,0,0
0,0.007579,0.000169,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.138889,0.037477,0.00019,0.666667,0.75,120.47619,0.5,0.009258,0.000112,1,1,0,0.5,0.5,0.009258,0.000112,1,1,0
0.125,0.018051,0.000239,1,1,25.95,0.5,0.036359,0.000123,0,0,0,0.5,0.5,0.036359,0.000123,0,0,0
0.006154,0,0.000152,0.444444,0.579563,0,0,0.016702,0.000123,0,0,0,0,0,0.016702,0.000123,0,0,0
0,0.001915,0.000158,0,0,0,0.333333,0.107656,0.000152,0,0,0,0.333333,0.333333,0.107656,0.000152,0,0,0
0.5,0.005664,0.000158,0,0,0,0.1,0.238763,0.000259,1,1,77,0.1,0.1,0.238763,0.000259,1,1,77
0,0.033812,0.00017,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0,0.008117,0.000182,0,0,0,0,0,0.000112,0.432099,0.567619,0,0,0,0,0.000112,0.432099,0.567619,0
0.2,0.038748,0.000172,1,1,14.666667,0.5,0.018516,0.000122,0,0,0,0.5,0.5,0.018516,0.000122,0,0,0
0.142857,0.069131,0.000293,0,0,0,0.5,0.009258,0.000112,1,1,0,0.5,0.5,0.009258,0.000112,1,1,0
0.25,0.01092,0.000162,1,1,2.5,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.136364,0.089529,0.000476,0,0,0,0.2,0.009258,0.000112,0.468468,0.503205,0,0.2,0.2,0.009258,0.000112,0.468468,0.503205,0
0.25,0.012434,0.000187,0,0,0,0.076923,0.02596,0.000132,0.923077,0.958333,12,0.076923,0.076923,0.02596,0.000132,0.923077,0.958333,12
0,0.005852,0.000162,0,0,0,0.2,0.076066,0.000168,0,0,0,0.2,0.2,0.076066,0.000168,0,0,0
0,0.020054,0.000223,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.052956,0.002832,0.000152,0.326385,0.374422,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.134615,0.061846,0.00017,0.289157,0.342589,442.068987,0.5,0.009258,0.000112,1,1,0,0.5,0.5,0.009258,0.000112,1,1,0
0.101307,0.087875,0.000305,0.331169,0.438562,774.276822,0.333333,0.009258,0.000112,1,1,0,0.333333,0.333333,0.009258,0.000112,1,1,0
0,0.002832,0.000157,0,0,0,0.25,0.069764,0.000156,0,0,0,0.25,0.25,0.069764,0.000156,0,0,0
0,0.004747,0.000158,0,0,0,0.5,0.02596,0.000145,0,0,0,0.5,0.5,0.02596,0.000145,0,0,0
0.152778,0.056823,0.000187,0.545455,0.638889,147.143286,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.2,0.03532,0.000181,0,0,0,0.25,0.009258,0.000112,1,1,0,0.25,0.25,0.009258,0.000112,1,1,0
0.068627,0.006769,0.000157,0.29901,0.387307,29.417857,0.125,0.009258,0.000112,0.44186,0.592105,0,0.125,0.125,0.009258,0.000112,0.44186,0.592105,0
0.166667,0.005664,0.00016,1,1,1,0.25,0.02596,0.000124,1,1,2,0.25,0.25,0.02596,0.000124,1,1,2
0.113636,0.006769,0.000157,0.339196,0.406667,31.184524,0.333333,0.042662,0.000141,0,0,0,0.333333,0.333333,0.042662,0.000141,0,0,0
0.118182,0.002832,0.000152,0.289216,0.328955,0,0,0.009258,0.000124,0,0,0,0,0,0.009258,0.000124,0,0,0
0,0.015334,0.000208,0,0,0,0.333333,0.053062,0.000152,0,0,0,0.333333,0.333333,0.053062,0.000152,0,0,0
0.25,0.023009,0.000197,0,0,0,0.25,0.066808,0.000201,0,0,0,0.25,0.25,0.066808,0.000201,0,0,0
0,0.002832,0.000152,0,0,0,0,0,0.000112,1,1,0,0,0,0,0.000112,1,1,0
0,0.002832,0.000152,0,0,0,0.333333,0.035218,0.000212,0,0,0,0.333333,0.333333,0.035218,0.000212,0,0,0
0.5,0.007462,0.000296,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.166667,0.002832,0.000152,1,1,0,0.090909,0.009258,0.000112,1,1,0,0.090909,0.090909,0.009258,0.000112,1,1,0
0.5,0.006769,0.000175,0,0,0,0.166667,0.248804,0.000358,0,0,0,0.166667,0.166667,0.248804,0.000358,0,0,0
0.033333,0.059842,0.000319,0,0,0,0.333333,0.042662,0.000123,0,0,0,0.333333,0.333333,0.042662,0.000123,0,0,0
0.080882,0.064767,0.000201,0.455882,0.575269,309.640314,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.333333,0.01092,0.000164,0,0,0,0.333333,0.105831,0.000146,0,0,0,0.333333,0.333333,0.105831,0.000146,0,0,0
0.5,0.002832,0.000152,0.666667,0.75,0,0.190476,0.088748,0.00013,1,1,23,0.190476,0.190476,0.088748,0.00013,1,1,23
0.333333,0.006769,0.000222,1,1,1,0,0.041854,0.000129,0,0,0,0,0,0.041854,0.000129,0,0,0
0.190476,0.085561,0.000293,0,0,0,0.333333,0.072046,0.000129,0.666667,0.75,10,0.333333,0.333333,0.072046,0.000129,0.666667,0.75,10
0.1,0.011474,0.000158,0.565217,0.657051,36.595971,0.25,0.069764,0.000134,0,0,0,0.25,0.25,0.069764,0.000134,0,0,0
0.010897,0.04034,0.000229,0.651786,0.742009,1393.846527,0.166667,0.164579,0.000295,1,1,19,0.166667,0.166667,0.164579,0.000295,1,1,19
0,0.028735,0.000353,0,0,0,0.142857,0.151068,0.000196,0,0,0,0.142857,0.142857,0.151068,0.000196,0,0,0
0.5,0.002832,0.000152,1,1,0,0.2,0.079022,0.000171,0,0,0,0.2,0.2,0.079022,0.000171,0,0,0
0.2,0.002832,0.000152,0.75,0.833333,0,0.5,0.036359,0.000122,0,0,0,0.5,0.5,0.036359,0.000122,0,0,0
0.2,0.050133,0.000247,0,0,0,0.5,0.036359,0.000122,0,0,0,0.5,0.5,0.036359,0.000122,0,0,0
0.2,0.002832,0.000152,0.535714,0.633333,0,0.25,0.083118,0.000136,0,0,0,0.25,0.25,0.083118,0.000136,0,0,0
0,0.011577,0.000189,0.6,0.666667,62.45,0,0.024146,0.000117,0,0,0,0,0,0.024146,0.000117,0,0,0
0.333333,0.002832,0.000152,1,1,0,0,0.024146,0.000117,0,0,0,0,0,0.024146,0.000117,0,0,0
0.5,0.002832,0.000152,1,1,0,0.333333,0.063461,0.000136,0,0,0,0.333333,0.333333,0.063461,0.000136,0,0,0
0.071429,0.109927,0.000769,0,0,0,0.5,0.046759,0.000117,0,0,0,0.5,0.5,0.046759,0.000117,0,0,0
0.166667,0.002832,0.000152,0.857143,0.916667,0,0.5,0.046759,0.000117,0,0,0,0.5,0.5,0.046759,0.000117,0,0,0
0,0.002832,0.000175,0,0,0,0.166667,0.144765,0.000229,0,0,0,0.166667,0.166667,0.144765,0.000229,0,0,0
0,0.002832,0.000152,0,0,0,0.5,0.046759,0.000117,0,0,0,0.5,0.5,0.046759,0.000117,0,0,0
0,0.002832,0.000152,0,0,0,0.5,0.046759,0.000117,0,0,0,0.5,0.5,0.046759,0.000117,0,0,0
0,0.002832,0.000152,0,0,0,0.333333,0.070905,0.000121,0,0,0,0.333333,0.333333,0.070905,0.000121,0,0,0
0,0.011852,0.000156,0,0,0,0.333333,0.009258,0.000112,1,1,0,0.333333,0.333333,0.009258,0.000112,1,1,0
0.333333,0.017353,0.000156,1,1,2.527778,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0,0.011852,0.000156,0,0,0,0.5,0.009258,0.000112,1,1,0,0.5,0.5,0.009258,0.000112,1,1,0
0.027273,0.021446,0.000198,0.833333,0.9,61.02702,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.5,0.017353,0.000156,0,0,0,0.25,0.009258,0.000112,0.8,0.875,0,0.25,0.25,0.009258,0.000112,0.8,0.875,0
0.166667,0.021291,0.000157,0.56,0.678571,28.554762,0.5,0.02596,0.000137,0,0,0,0.5,0.5,0.02596,0.000137,0,0,0
0.054762,0.076314,0.000186,0.454545,0.561111,715.666832,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0,0.031438,0.000326,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.083333,0,0.000152,0.282538,0.307963,0,0.5,0.046759,0.00014,0,0,0,0.5,0.5,0.046759,0.00014,0,0,0
0.166667,0.039067,0.000218,0.75,0.833333,14.416667,0,0.024146,0.00014,0,0,0,0,0,0.024146,0.00014,0,0,0
0.0482,0.032265,0.000178,0.386819,0.484894,1804.130425,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.003623,0,0.000152,0.614286,0.756589,0,0,0,0.000112,0.8,0.875,0,0,0,0,0.000112,0.8,0.875,0
0.166667,0.027593,0.000234,0,0,0,0.2,0.104689,0.000173,1,1,9,0.2,0.2,0.104689,0.000173,1,1,9
0.2,0.021612,0.000188,1,1,11,0.5,0.018516,0.000145,0,0,0,0.5,0.5,0.018516,0.000145,0,0,0
0.030303,0.067378,0.000302,0,0,0,0.111111,0.009258,0.000112,1,1,0,0.111111,0.111111,0.009258,0.000112,1,1,0
0,0.002832,0.000152,0,0,0,0.25,0.066808,0.000176,0,0,0,0.25,0.25,0.066808,0.000176,0,0,0
0,0.002832,0.000152,0,0,0,0,0,0.000112,1,1,0,0,0,0,0.000112,1,1,0
0,0,0.000152,0.263776,0.291768,0,0.333333,0.063461,0.000267,0,0,0,0.333333,0.333333,0.063461,0.000267,0,0,0
0.166667,0.022788,0.0003,1,1,21.267857,0,0,0.000112,1,1,0,0,0,0,0.000112,1,1,0
0,0.005852,0.000167,0,0,0,0.166667,0.009258,0.000112,0.727273,0.8125,0,0.166667,0.166667,0.009258,0.000112,0.727273,0.8125,0
0.166667,0.044086,0.00018,0,0,0,0.333333,0.02596,0.000128,1,1,1,0.333333,0.333333,0.02596,0.000128,1,1,1
0.166667,0.020971,0.0002,0.375691,0.405637,151.865079,0.333333,0.042662,0.000138,0,0,0,0.333333,0.333333,0.042662,0.000138,0,0,0
0.142857,0.035932,0.000254,0,0,0,0,0,0.000112,0.75,0.833333,0,0,0,0,0.000112,0.75,0.833333,0
0,0.00877,0.000173,0,0,0,0.5,0.018516,0.000161,0,0,0,0.5,0.5,0.018516,0.000161,0,0,0
0.3,0.093162,0.000279,1,1,70.387698,0.25,0.035218,0.000211,1,1,2,0.25,0.25,0.035218,0.000211,1,1,2
0.090909,0.025362,0.000169,0.32646,0.383333,115.836905,0.2,0.009258,0.000112,1,1,0,0.2,0.2,0.009258,0.000112,1,1,0
0.021952,0.002832,0.000152,0.365902,0.477157,0,0.2,0.079022,0.000194,0,0,0,0.2,0.2,0.079022,0.000194,0,0,0
0.25,0.015129,0.000169,0,0,0,0.333333,0.050106,0.000148,0,0,0,0.333333,0.333333,0.050106,0.000148,0,0,0
0.120879,0.023846,0.000197,0.909091,0.95,56.258333,0.5,0.009258,0.000112,1,1,0,0.5,0.5,0.009258,0.000112,1,1,0
0.160714,0.105874,0.000239,1,1,6.059524,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.166667,0.025351,0.000195,0,0,0,0,0,0.000112,1,1,0,0,0,0,0.000112,1,1,0
0.033333,0.043054,0.000374,0,0,0,0.333333,0.035218,0.000153,0,0,0,0.333333,0.333333,0.035218,0.000153,0,0,0
0,0.010947,0.00017,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.333333,0.009601,0.000155,0,0,0,0,0,0.000112,0.75,0.861111,0,0,0,0,0.000112,0.75,0.861111,0
0.2,0.017476,0.000196,0,0,0,0.25,0.059364,0.000194,0,0,0,0.25,0.25,0.059364,0.000194,0,0,0
0.333333,0.013379,0.000156,0,0,0,0.5,0.018516,0.000123,0,0,0,0.5,0.5,0.018516,0.000123,0,0,0
0.032164,0.002832,0.000154,0.605263,0.688406,16.17619,0.5,0.018516,0.000123,0,0,0,0.5,0.5,0.018516,0.000123,0,0,0
0.122222,0.050048,0.000224,0.666667,0.75,52.783333,0,0,0.000112,0.555556,0.6,0,0,0,0,0.000112,0.555556,0.6,0
0.333333,0.013345,0.000161,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.125,0.090449,0.000279,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0,0.00466,0.000167,0,0,0,0.333333,0.009258,0.000112,1,1,0,0.333333,0.333333,0.009258,0.000112,1,1,0
0,0.055597,0.000397,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0,0.08696,0.000765,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.166667,0.012523,0.000159,0.5,0.595238,14.259524,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.090476,0.170479,0.000566,1,1,49.3663,0,0,0.000112,1,1,0,0,0,0,0.000112,1,1,0
0.142857,0.043197,0.000201,0.256039,0.310377,185.366667,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.166667,0.039492,0.000188,1,1,10.535714,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.1,0.01646,0.000164,1,1,18.408333,0.5,0.009258,0.000112,0.666667,0.75,0,0.5,0.5,0.009258,0.000112,0.666667,0.75,0
0.5,0.012523,0.000159,0,0,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0.095238,0.002832,0.000152,0.381847,0.432377,0,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0,0.009461,0.000165,0,0,0,0,0,0.000112,0.666667,0.75,0,0,0,0,0.000112,0.666667,0.75,0
0,0.002832,0.000161,0.555556,0.6,3,0.2,0.044476,0.000224,1,1,2.5,0.2,0.2,0.044476,0.000224,1,1,2.5
0.004342,0.002832,0.000161,0.615385,0.730159,146.666667,0.5,0.033404,0.000116,0,0,0,0.5,0.5,0.033404,0.000116,0,0,0
0.127273,0.024063,0.000193,0.294776,0.374051,79.909524,0.333333,0.050106,0.000166,1,1,1,0.333333,0.333333,0.050106,0.000166,1,1,1
0.333333,0.002832,0.000152,0.325069,0.360311,0,0.5,0.033404,0.000116,0,0,0,0.5,0.5,0.033404,0.000116,0,0,0
0,0.002832,0.000152,0,0,0,0.5,0.033404,0.000116,0,0,0,0.5,0.5,0.033404,0.000116,0,0,0
0.25,0.035877,0.000177,0,0,0,0.5,0.033404,0.000116,0,0,0,0.5,0.5,0.033404,0.000116,0,0,0
0.095238,0.20215,0.000457,0,0,0,0,0.01439,0.000116,0,0,0,0,0,0.01439,0.000116,0,0,0
0.5,0.012822,0.000158,0,0,0,0.5,0.033404,0.000116,0,0,0,0.5,0.5,0.033404,0.000116,0,0,0
0.166667,0.036792,0.000185,1,1,62.95202,0,0.01439,0.000116,0,0,0,0,0,0.01439,0.000116,0,0,0
0.25,0.013539,0.000205,1,1,1.833333,0.5,0.033404,0.000116,0,0,0,0.5,0.5,0.033404,0.000116,0,0,0
0.5,0.018532,0.000186,0,0,0,0.333333,0.033404,0.000116,0.545455,0.583333,12,0.333333,0.333333,0.033404,0.000116,0.545455,0.583333,12
0.25,0.040106,0.000174,0,0,0,0.5,0.033404,0.000116,0,0,0,0.5,0.5,0.033404,0.000116,0,0,0
0,0.006374,0.000161,0,0,0,0.5,0.033404,0.000116,0,0,0,0.5,0.5,0.033404,0.000116,0,0,0
0.333333,0.017719,0.000176,0,0,0,0.5,0.033404,0.000116,0,0,0,0.5,0.5,0.033404,0.000116,0,0,0
0.004762,0,0.000152,0.341682,0.407504,0,0.5,0.033404,0.000116,0,0,0,0.5,0.5,0.033404,0.000116,0,0,0
0.25,0.026217,0.000176,1,1,21.809524,0,0.01439,0.000116,0,0,0,0,0,0.01439,0.000116,0,0,0
0,0.001915,0.000161,0,0,0,0,0.01439,0.000116,0,0,0,0,0,0.01439,0.000116,0,0,0
0.021663,0.017769,0.000173,0.432836,0.592069,461.54412,0.25,0.095051,0.000184,0,0,0,0.25,0.25,0.095051,0.000184,0,0,0
0,0.002832,0.000154,0,0,0,0,0.01439,0.000116,0,0,0,0,0,0.01439,0.000116,0,0,0
0.5,0.006769,0.000154,0,0,0,0.166667,0.131411,0.000275,0,0,0,0.166667,0.166667,0.131411,0.000275,0,0,0
0.125,0.044126,0.000403,0,0,0,0.333333,0.033404,0.000116,1,1,2,0.333333,0.333333,0.033404,0.000116,1,1,2
0,0.036114,0.000201,0,0,0,0.2,0.076066,0.000147,0,0,0,0.2,0.2,0.076066,0.000147,0,0,0
0,0.00911,0.000164,0,0,0,0.2,0.033404,0.000116,1,1,6,0.2,0.2,0.033404,0.000116,1,1,6
0.166667,0.050771,0.000414,0,0,0,0,0.01439,0.000116,0,0,0,0,0,0.01439,0.000116,0,0,0
0.5,0.006769,0.000154,0,0,0,0,0,0.000112,1,1,0,0,0,0,0.000112,1,1,0
0,0.01407,0.000191,0,0,0,0.25,0.009258,0.000112,1,1,0,0.25,0.25,0.009258,0.000112,1,1,0
0.142857,0.006769,0.000154,0.8,0.875,8.5,0.5,0.02596,0.000137,0,0,0,0.5,0.5,0.02596,0.000137,0,0,0
0.333333,0.027611,0.000242,0,0,0,0,0.018516,0.000141,0,0,0,0,0,0.018516,0.000141,0,0,0
0,0.002832,0.000154,0,0,0,0.333333,0.009258,0.000112,1,1,0,0.333333,0.333333,0.009258,0.000112,1,1,0
0.047619,0.037907,0.000193,1,1,31.011111,0.2,0.076066,0.000202,0,0,0,0.2,0.2,0.076066,0.000202,0,0,0
0.2,0.019139,0.000162,1,1,3.4,0,0,0.000112,0.6,0.666667,0,0,0,0,0.000112,0.6,0.666667,0
0.25,0.006769,0.000154,1,1,4,0.333333,0.036359,0.00012,1,1,2,0.333333,0.333333,0.036359,0.00012,1,1,2
0,0.038491,0.000297,0,0,0,0,0.016702,0.00012,0,0,0,0,0,0.016702,0.00012,0,0,0
0,0.017331,0.000159,0,0,0,0.142857,0.127694,0.000177,1,1,9,0.142857,0.142857,0.127694,0.000177,1,1,9
0.102564,0.014449,0.000167,0.75,0.833333,55.4,0.5,0.036359,0.00012,0,0,0,0.5,0.5,0.036359,0.00012,0,0,0
0,0.007946,0.000161,0,0,0,0.333333,0.091704,0.000223,0,0,0,0.333333,0.333333,0.091704,0.000223,0,0,0
0.016667,0,0.000152,0.366822,0.437003,0,0,0,0.000112,1,1,0,0,0,0,0.000112,1,1,0
0.333333,0.02397,0.000168,0,0,0,0,0.026739,0.000155,0,0,0,0,0,0.026739,0.000155,0,0,0
0.142857,0.079488,0.000244,0,0,0,0.333333,0.053073,0.00016,0,0,0,0.333333,0.333333,0.053073,0.00016,0,0,0
0.5,0.005664,0.000161,0,0,0,0.333333,0.060517,0.000143,0,0,0,0.333333,0.333333,0.060517,0.000143,0,0,0
0.093407,0.061142,0.000235,1,1,55.166667,0,0.009258,0.000112,0,0,0,0,0,0.009258,0.000112,0,0,0
0,0,0.000152,0.48,0.541667,0,0.5,0.054203,0.000182,0,0,0,0.5,0.5,0.054203,0.000182,0,0,0
0.075758,0.035626,0.000219,0.636364,0.738095,59.733333,0,0,0.000112,1,1,0,0,0,0,0.000112,1,1,0
0,0.012155,0.000179,0,0,0,0.011041,0.009258,0.000112,0.741294,0.836689,0,0.011041,0.011041,0.009258,0.000112,0.741294,0.836689,0
0.25,0.031134,0.000177,0,0,0,0.25,0.095454,0.000273,1,1,12,0.25,0.25,0.095454,0.000273,1,1,12
