Id,Label,timeset,indegree,outdegree,Degree,clustering,eigencentrality,componentnumber,strongcompnum,modularity_class,pageranks,weighted indegree,weighted outdegree,Weighted Degree,Eccentricity,closnesscentrality,harmonicclosnesscentrality,betweenesscentrality,Authority,Hub
14148,14148,,1,18,19,0.032164,0.002832,0,1191,30,0.000154,1,24,25,3,0.605263,0.688406,16.17619,0.007859,0.059891
21384,21384,,8,3,11,0.122222,0.050048,0,232,2,0.000224,8,3,11,2,0.666667,0.75,52.783333,0.029593,0.004718
16313,16313,,3,1,4,0.333333,0.013345,0,631,13,0.000161,4,2,6,0,0,0,0,0.011957,0
109859,109859,,9,1,10,0.125,0.090449,0,186,25,0.000279,9,1,10,0,0,0,0,0.014583,0
119215,119215,,1,0,1,0,0.00466,0,799,25,0.000167,1,0,1,0,0,0,0,0.000539,0
121793,121793,,3,0,3,0,0.055597,0,152,25,0.000397,3,0,3,0,0,0,0,0.012911,0
89605,89605,,8,0,8,0,0.08696,0,55,13,0.000765,8,0,8,0,0,0,0,0.008586,0
12860,12860,,2,5,7,0.166667,0.012523,0,790,3,0.000159,5,7,12,3,0.5,0.595238,14.259524,0.001942,0.021716
81520,81520,,14,2,16,0.090476,0.170479,0,198,2,0.000566,17,4,21,1,1,1,49.3663,0.021127,0.002392
4234,4234,,6,3,9,0.142857,0.043197,0,490,2,0.000201,53,49,102,6,0.256039,0.310377,185.366667,0.016405,0.004578
6386,6386,,5,2,7,0.166667,0.039492,0,126,30,0.000188,10,6,16,1,1,1,10.535714,0.011619,0.000748
6521,6521,,3,9,12,0.1,0.01646,0,785,31,0.000164,7,19,26,1,1,1,18.408333,0.005817,0.030208
14278,14278,,2,1,3,0.5,0.012523,0,783,3,0.000159,4,2,6,0,0,0,0,0.001942,0
9536,9536,,1,15,16,0.095238,0.002832,0,1203,3,0.000152,2,17,19,5,0.381847,0.432377,0,0,0.040081
2035722,2035722,,2,0,2,0,0.009461,0,418,25,0.000165,2,0,2,0,0,0,0,0.005477,0
42921,42921,,1,1,2,0,0.002832,0,1202,3,0.000161,1,1,2,2,0.555556,0.6,3,0.001995,0.001396
34211,34211,,1,84,85,0.004342,0.002832,0,1201,1,0.000161,1,135,136,4,0.615385,0.730159,146.666667,0.001995,0.20195
11388,11388,,4,8,12,0.127273,0.024063,0,706,3,0.000193,13,19,32,6,0.294776,0.374051,79.909524,0.007423,0.011967
17729,17729,,1,3,4,0.333333,0.002832,0,1204,13,0.000152,1,3,4,5,0.325069,0.360311,0,0,0.001649
66888,66888,,1,1,2,0,0.002832,32,1205,41,0.000152,1,1,2,0,0,0,0,0,0
28029,28029,,4,1,5,0.25,0.035877,0,685,3,0.000177,13,9,22,0,0,0,0,0.012338,0
23935,23935,,15,1,16,0.095238,0.20215,0,40,13,0.000457,39,13,52,0,0,0,0,0.036467,0
68296,68296,,2,1,3,0.5,0.012822,0,608,30,0.000158,2,1,3,0,0,0,0,0.003758,0
54486,54486,,3,4,7,0.166667,0.036792,0,333,30,0.000185,4,4,8,1,1,1,62.95202,0.0045,0.01495
76535,76535,,4,2,6,0.25,0.013539,0,971,13,0.000205,6,4,10,1,1,1,1.833333,0.004697,0.00767
39726,39726,,2,1,3,0.5,0.018532,0,671,3,0.000186,2,1,3,0,0,0,0,0.000764,0
12631,12631,,4,1,5,0.25,0.040106,0,287,37,0.000174,4,1,5,0,0,0,0,0.008285,0
145470,145470,,1,0,1,0,0.006374,0,669,37,0.000161,1,0,1,0,0,0,0,0.001793,0
108584,108584,,3,1,4,0.333333,0.017719,0,665,37,0.000176,4,2,6,0,0,0,0,0.00214,0
17826,17826,,0,15,15,0.004762,0,0,1207,13,0.000152,0,15,15,6,0.341682,0.407504,0,0,0.033986
19082,19082,,3,2,5,0.25,0.026217,0,651,3,0.000176,3,2,5,1,1,1,21.809524,0.003254,0.001813
125601,125601,,1,0,1,0,0.001915,0,1206,13,0.000161,1,0,1,0,0,0,0,0.001691,0
18771,18771,,4,51,55,0.021663,0.017769,0,419,25,0.000173,6,64,70,6,0.432836,0.592069,461.54412,0.011966,0.069977
44038,44038,,1,0,1,0,0.002832,0,1200,1,0.000154,1,0,1,0,0,0,0,0.01005,0
68827,68827,,2,1,3,0.5,0.006769,0,1199,1,0.000154,2,1,3,0,0,0,0,0.01005,0
111133,111133,,9,1,10,0.125,0.044126,0,708,1,0.000403,13,4,17,0,0,0,0,0.025897,0
87371,87371,,5,0,5,0,0.036114,0,158,13,0.000201,5,0,5,0,0,0,0,0.025037,0
78256,78256,,3,0,3,0,0.00911,0,989,1,0.000164,3,0,3,0,0,0,0,0.014882,0
56778,56778,,7,1,8,0.166667,0.050771,0,128,1,0.000414,9,3,12,0,0,0,0,0.015178,0
58843,58843,,2,1,3,0.5,0.006769,0,1198,1,0.000154,2,1,3,0,0,0,0,0.01005,0
110083,110083,,3,0,3,0,0.01407,0,579,25,0.000191,3,0,3,0,0,0,0,0.020658,0
34329,34329,,2,7,9,0.142857,0.006769,0,1197,2,0.000154,4,11,15,2,0.8,0.875,8.5,0.01005,0.02215
62006,62006,,4,1,5,0.333333,0.027611,0,578,25,0.000242,4,1,5,0,0,0,0,0.020545,0
89702,89702,,1,0,1,0,0.002832,0,1196,1,0.000154,1,0,1,0,0,0,0,0.01005,0
70353,70353,,5,2,7,0.047619,0.037907,0,355,40,0.000193,5,2,7,1,1,1,31.011111,0.019137,0.009113
87861,87861,,4,2,6,0.2,0.019139,0,401,1,0.000162,4,2,6,1,1,1,3.4,0.016017,0.001443
75642,75642,,2,3,5,0.25,0.006769,0,1195,37,0.000154,6,7,13,1,1,1,4,0.01005,0.001503
73628,73628,,5,0,5,0,0.038491,0,135,1,0.000297,6,0,6,0,0,0,0,0.015073,0
341159,341159,,2,0,2,0,0.017331,0,605,31,0.000159,2,0,2,0,0,0,0,0.013042,0
59303,59303,,3,11,14,0.102564,0.014449,0,1011,1,0.000167,5,14,19,2,0.75,0.833333,55.4,0.011941,0.016044
120755,120755,,2,0,2,0,0.007946,0,630,1,0.000161,2,0,2,0,0,0,0,0.014147,0
17832,17832,,0,16,16,0.016667,0,0,1209,15,0.000152,0,18,18,7,0.366822,0.437003,0,0,0.04034
29752,29752,,3,1,4,0.333333,0.02397,0,295,15,0.000168,4,2,6,0,0,0,0,0.005293,0
71556,71556,,8,1,9,0.142857,0.079488,0,338,13,0.000244,11,4,15,0,0,0,0,0.020707,0
34479,34479,,2,1,3,0.5,0.005664,0,1208,15,0.000161,2,1,3,0,0,0,0,0.002007,0
21711,21711,,12,3,15,0.093407,0.061142,0,251,2,0.000235,17,7,24,1,1,1,55.166667,0.050153,0.002505
58803,58803,,0,2,2,0,0,0,1210,25,0.000152,0,2,2,3,0.48,0.541667,0,0,0.010432
30280,30280,,5,7,12,0.075758,0.035626,0,405,13,0.000219,5,8,13,3,0.636364,0.738095,59.733333,0.016913,0.039832
51197,51197,,2,0,2,0,0.012155,0,566,25,0.000179,3,0,3,0,0,0,0,0.010802,0
47190,47190,,4,1,5,0.25,0.031134,0,142,37,0.000177,5,2,7,0,0,0,0,0.006031,0
4203,4203,,5,30,35,0.038324,0.030554,0,492,2,0.000188,10,37,47,6,0.333333,0.457479,749.087001,0.009116,0.06443
45654,45654,,6,7,13,0.113636,0.034582,0,454,30,0.000216,10,9,19,2,0.8,0.875,109.766667,0.011521,0.023349
37346,37346,,2,4,6,0.2,0.009676,0,894,30,0.000161,4,6,10,2,0.714286,0.8,11.5,0.001635,0.006692
50685,50685,,0,3,3,0,0,0,1211,25,0.000152,0,3,3,1,1,1,0,0,0.006338
132613,132613,,1,4,5,0.25,0.002832,0,1213,31,0.000152,1,5,6,7,0.217926,0.244816,0,0,0.001963
122162,122162,,2,0,2,0,0.005664,0,1212,31,0.000194,3,0,3,0,0,0,0,0.00148,0
1542,1542,,1,1,2,0,0.002832,33,1214,42,0.000152,3,3,6,0,0,0,0,0,0
140811,140811,,1,1,2,0,0.002832,34,1215,43,0.000152,2,2,4,0,0,0,0,0,0
101306,101306,,2,1,3,0.5,0.015207,0,730,13,0.000174,5,4,9,0,0,0,0,0.00024,0
37804,37804,,5,0,5,0,0.018737,0,420,2,0.000228,9,0,9,0,0,0,0,0.02009,0
26143,26143,,1,1,2,0,0.002832,35,1216,44,0.000152,3,3,6,0,0,0,0,0,0
26160,26160,,1,34,35,0.038324,0.002832,0,1219,1,0.000152,6,49,55,4,0.485816,0.571168,0,0,0.097137
38426,38426,,1,13,14,0.016484,0.002832,0,1218,3,0.000156,1,14,15,2,0.666667,0.75,14.166667,0.004834,0.056707
78579,78579,,2,1,3,0.5,0.006769,0,1217,1,0.000156,2,1,3,0,0,0,0,0.004834,0
48552,48552,,12,0,12,0,0.068326,0,170,1,0.000391,14,0,14,0,0,0,0,0.037294,0
87596,87596,,10,1,11,0.111111,0.079818,0,390,25,0.000343,15,2,17,0,0,0,0,0.02249,0
9787,9787,,0,15,15,0.004762,0,0,1220,45,0.000152,0,28,28,5,0.301911,0.349789,0,0,0.017168
15354,15354,,5,5,10,0.125,0.024442,0,614,13,0.000216,6,6,12,2,0.75,0.833333,32.891667,0.008679,0.008938
110445,110445,,3,0,3,0,0.011155,0,844,45,0.000297,4,0,4,0,0,0,0,0.000947,0
99921,99921,,1,1,2,0,0.002832,36,1221,46,0.000152,1,1,2,0,0,0,0,0,0
109086,109086,,1,0,1,0,0.00596,0,1014,1,0.000165,1,0,1,0,0,0,0,0.001891,0
125790,125790,,3,1,4,0.5,0.017778,0,1010,1,0.000179,4,1,5,0,0,0,0,0.00269,0
122733,122733,,1,0,1,0,0.00596,0,1013,1,0.000165,1,0,1,0,0,0,0,0.001891,0
91800,91800,,1,0,1,0,0.00596,0,1012,1,0.000165,2,0,2,0,0,0,0,0.001891,0
86452,86452,,3,2,5,0.25,0.01935,0,709,1,0.000168,3,2,5,1,1,1,7.5,0.007503,0.001289
67168,67168,,0,18,18,0.003268,0,0,1225,25,0.000152,0,25,25,4,0.684211,0.823718,0,0,0.02826
109826,109826,,3,1,4,0.333333,0.012001,0,1113,25,0.000175,10,7,17,0,0,0,0,0.002926,0
71724,71724,,7,0,7,0,0.054906,0,36,25,0.000376,7,0,7,0,0,0,0,0.012566,0
127150,127150,,1,0,1,0,0.001915,0,1224,25,0.00016,1,0,1,0,0,0,0,0.001406,0
88637,88637,,7,0,7,0.02381,0.039703,0,282,1,0.00036,8,0,8,0,0,0,0,0.012042,0
128858,128858,,1,0,1,0,0.001915,0,1223,25,0.00016,1,0,1,0,0,0,0,0.001406,0
112104,112104,,3,0,3,0,0.005745,0,1222,25,0.000258,4,0,4,0,0,0,0,0.002163,0
121075,121075,,6,1,7,0.166667,0.032256,0,713,25,0.000357,6,1,7,0,0,0,0,0.008339,0
9842,9842,,1,13,14,0.179487,0.002832,0,1232,40,0.000152,2,23,25,6,0.336088,0.414617,0,0,0.012495
18061,18061,,2,33,35,0.052585,0.006769,0,1231,40,0.000163,3,49,52,5,0.437262,0.56058,91,0.000622,0.075589
11956,11956,,2,7,9,0.232143,0.006769,0,1227,40,0.000163,3,14,17,4,0.53125,0.642157,4,0.000622,0.017743
32303,32303,,11,1,12,0.181818,0.101677,0,73,40,0.000419,28,2,30,0,0,0,0,0.011363,0
14031,14031,,2,1,3,0.5,0.006769,0,1226,40,0.000163,8,6,14,0,0,0,0,0.000622,0
122337,122337,,2,0,2,0,0.012991,0,788,25,0.000183,2,0,2,0,0,0,0,0.003231,0
24181,24181,,3,4,7,0.2,0.012025,0,1230,31,0.000163,3,4,7,1,1,1,8,0.005144,0.003687
85682,85682,,2,0,2,0,0.005852,0,1229,40,0.000297,2,0,2,0,0,0,0,0.003771,0
55007,55007,,4,0,4,0.166667,0.01394,0,1157,40,0.000215,4,0,4,0,0,0,0,0.005601,0
121183,121183,,2,0,2,0,0.009279,0,817,15,0.000161,2,0,2,0,0,0,0,0.008476,0
52598,52598,,1,8,9,0.055556,0.003937,0,1228,40,0.000157,1,8,9,1,1,1,6.5,0.003762,0.008424
47012,47012,,3,1,4,0.5,0.018183,0,802,40,0.000175,7,1,8,0,0,0,0,0.004328,0
67225,67225,,1,3,4,0.333333,0.002832,0,1233,37,0.000152,1,3,4,2,0.75,0.833333,0,0,0.003033
105993,105993,,9,0,9,0,0.066395,0,298,37,0.000469,9,0,9,0,0,0,0,0.033227,0
5246,5246,,5,1,6,0.3,0.094259,0,279,3,0.000174,9,4,13,0,0,0,0,0.02165,0
30958,30958,,4,1,5,0.333333,0.022395,0,712,30,0.00017,5,2,7,0,0,0,0,0.013446,0
6902,6902,,2,1,3,0.5,0.01167,0,710,3,0.000155,3,2,5,0,0,0,0,0.005612,0
46914,46914,,13,3,16,0.090476,0.101961,0,43,2,0.000504,22,6,28,1,1,1,82.366667,0.030394,0.003512
52589,52589,,4,1,5,0.25,0.049381,0,44,3,0.00018,9,6,15,0,0,0,0,0.010252,0
88467,88467,,3,0,3,0,0.014052,0,374,3,0.000227,3,0,3,0,0,0,0,0.014818,0
78677,78677,,2,0,2,0,0.010552,0,504,37,0.00016,2,0,2,0,0,0,0,0.008996,0
19635,19635,,2,28,30,0.041872,0.009406,0,994,1,0.000172,4,32,36,4,0.456359,0.519126,321.333333,0.00121,0.053722
48725,48725,,15,1,16,0.114286,0.275717,0,106,37,0.00046,17,1,18,0,0,0,0,0.043897,0
31100,31100,,5,1,6,0.2,0.075705,0,273,15,0.000193,5,1,6,0,0,0,0,0.00797,0
39975,39975,,5,4,9,0.069444,0.038226,0,417,13,0.000186,7,4,11,2,0.833333,0.9,47.85873,0.022308,0.005673
1356709,1356709,,5,0,5,0,0.026898,0,39,13,0.000234,5,0,5,0,0,0,0,0.013194,0
112356,112356,,2,0,2,0,0.007907,0,310,30,0.000157,2,0,2,0,0,0,0,0.014476,0
55935,55935,,8,1,9,0.125,0.078336,0,188,30,0.000261,10,3,13,0,0,0,0,0.017365,0
40834,40834,,2,1,3,0.5,0.006769,0,1080,30,0.000155,3,1,4,0,0,0,0,0.005452,0
39375,39375,,1,1,2,0.5,0.002832,0,1079,30,0.000155,1,3,4,1,1,1,0,0.005452,0.004921
94121,94121,,3,1,4,0.333333,0.030999,0,643,1,0.000186,5,3,8,0,0,0,0,0.00147,0
44757,44757,,6,2,8,0.166667,0.046321,0,549,25,0.000187,7,3,10,2,0.538462,0.571429,90.610256,0.019772,0.000805
21004,21004,,6,1,7,0.166667,0.044692,0,498,3,0.000218,10,5,15,0,0,0,0,0.010757,0
138169,138169,,2,0,2,0,0.011638,0,722,3,0.00016,2,0,2,0,0,0,0,0.010503,0
4023,4023,,5,4,9,0.142857,0.031985,0,262,3,0.000176,16,14,30,7,0.232246,0.279122,246.410256,0.014257,0.016023
92587,92587,,2,1,3,0.5,0.008328,0,640,3,0.000162,3,2,5,0,0,0,0,0.001251,0
6153,6153,,2,0,2,0,0.011812,0,639,3,0.000181,2,0,2,0,0,0,0,0.002109,0
5309,5309,,6,4,10,0.138889,0.039987,0,507,37,0.000182,7,4,11,2,0.636364,0.714286,46.455263,0.016517,0.014859
86847,86847,,3,0,3,0,0.017203,0,233,30,0.000191,3,0,3,0,0,0,0,0.006607,0
18180,18180,,1,20,21,0.055263,0.002832,0,1235,25,0.000152,2,22,24,4,0.451852,0.577869,0,0,0.026388
56505,56505,,3,0,3,0.166667,0.017497,0,570,15,0.000166,3,0,3,0,0,0,0,0.01609,0
31677,31677,,9,0,9,0.013889,0.116074,0,118,31,0.000453,12,0,12,0,0,0,0,0.014447,0
76559,76559,,2,1,3,0.5,0.006769,0,1234,25,0.000159,3,2,5,0,0,0,0,0.001313,0
50950,50950,,0,1,1,0,0,0,1236,25,0.000152,0,1,1,1,1,1,0,0,0.000326
65232,65232,,4,1,5,0.25,0.034572,0,291,25,0.000305,4,1,5,0,0,0,0,0.006544,0
18189,18189,,0,5,5,0,0,0,1237,1,0.000152,0,5,5,3,0.519231,0.574074,0,0,0.017836
44988,44988,,2,1,3,0.5,0.01183,0,52,13,0.000163,4,1,5,0,0,0,0,0.002264,0
62398,62398,,7,2,9,0.142857,0.047365,0,37,2,0.000198,9,4,13,1,1,1,20.166667,0.031776,0.000625
26387,26387,,0,3,3,0,0,0,1238,30,0.000152,0,3,3,2,0.714286,0.8,0,0,0.007458
1831,1831,,1,27,28,0.047009,0.002832,0,1240,13,0.000152,2,30,32,8,0.290141,0.3934,0,0,0.049941
14673,14673,,2,2,4,0,0.035315,0,274,3,0.000167,2,2,4,3,0.448276,0.512821,39.642136,0.00446,0.018685
27637,27637,,2,8,10,0.138889,0.006769,0,1239,13,0.000157,3,9,12,3,0.521739,0.611111,16.333333,0.002485,0.047251
18217,18217,,1,3,4,0.333333,0.002832,0,1241,3,0.000152,1,3,4,2,0.75,0.833333,0,0,0.004616
120708,120708,,4,2,6,0.2,0.046749,0,381,37,0.000235,4,2,6,1,1,1,67,0.003627,0.000019
45066,45066,,4,1,5,0.25,0.05661,0,403,25,0.000175,4,1,5,0,0,0,0,0.009086,0
4144,4144,,6,1,7,0.095238,0.111164,0,301,3,0.000214,6,1,7,6,0.280899,0.319333,29.533333,0.017041,0.004636
23146,23146,,7,1,8,0.190476,0.064441,0,429,15,0.000191,8,1,9,0,0,0,0,0.029708,0
4833,4833,,1,12,13,0.012821,0.011848,0,700,3,0.000157,1,16,17,5,0.343612,0.438034,30.386447,0.00417,0.027087
29568,29568,,4,0,4,0,0.022306,0,397,25,0.000178,5,0,5,0,0,0,0,0.013343,0
26444,26444,,1,1,2,0,0.002832,37,1242,47,0.000152,1,1,2,0,0,0,0,0,0
1869,1869,,1,10,11,0.1,0.002832,0,1243,13,0.000152,3,14,17,5,0.384146,0.463228,0,0,0.034262
52551,52551,,4,11,15,0.087912,0.049887,0,468,13,0.000191,6,13,19,2,0.75,0.833333,216.423413,0.00727,0.019889
22888,22888,,1,0,1,0,0.008756,0,674,13,0.000158,1,0,1,0,0,0,0,0.003485,0
21932,21932,,1,0,1,0,0.008756,0,673,13,0.000158,1,0,1,0,0,0,0,0.003485,0
1898,1898,,1,20,21,0.065789,0.002832,0,1245,3,0.000152,1,22,23,6,0.315441,0.360819,0,0,0.038172
14266,14266,,1,0,1,0,0.002832,0,1244,3,0.000159,1,0,1,0,0,0,0,0.0019,0
126040,126040,,4,1,5,0.25,0.037416,0,527,37,0.000419,4,1,5,0,0,0,0,0.000149,0
18321,18321,,1,1,2,0,0.002832,38,1246,48,0.000152,1,1,2,0,0,0,0,0,0
68649,68649,,1,0,1,0,0.005342,0,818,15,0.000156,1,0,1,0,0,0,0,0.004714,0
108445,108445,,0,1,1,0,0,0,1247,25,0.000152,0,1,1,1,1,1,0,0,0.000415
51103,51103,,1,3,4,0.333333,0.002832,0,1248,37,0.000152,1,3,4,2,0.75,0.833333,0,0,0.001075
84671,84671,,4,2,6,0.2,0.028096,0,551,37,0.000235,5,3,8,1,1,1,8.7,0.002595,0.001119
89496,89496,,4,1,5,0.25,0.032342,0,286,37,0.000202,4,1,5,0,0,0,0,0.00428,0
128227,128227,,3,0,3,0,0.009487,0,1009,1,0.000179,3,0,3,0,0,0,0,0.003529,0
34732,34732,,1,1,2,0,0.002832,39,1249,49,0.000152,1,1,2,0,0,0,0,0,0
31580,31580,,5,1,6,0.25,0.110816,0,114,37,0.00033,10,6,16,0,0,0,0,0.008729,0
23089,23089,,2,0,2,0,0.112071,0,105,3,0.000209,2,0,2,0,0,0,0,0.007016,0
4525,4525,,2,8,10,0.111111,0.040663,0,659,3,0.000159,2,8,10,3,0.515625,0.580808,120.254567,0.005039,0.01226
12744,12744,,3,12,15,0.098901,0.0446,0,656,37,0.000164,4,13,17,3,0.609756,0.706667,171.508985,0.008913,0.038115
13924,13924,,2,2,4,0,0.033714,0,649,25,0.000163,2,2,4,4,0.438596,0.483333,40.015046,0.00938,0.008153
1127460,1127460,,6,1,7,0.2,0.048978,0,229,13,0.000199,14,8,22,0,0,0,0,0.020227,0
4161,4161,,4,6,10,0.138889,0.015105,0,560,30,0.000178,5,11,16,7,0.223938,0.301683,78.5,0.013091,0.015941
2135219,2135219,,2,0,2,0,0.00699,0,447,3,0.000189,2,0,2,0,0,0,0,0.009341,0
87142,87142,,6,1,7,0.233333,0.034157,0,217,30,0.00022,7,2,9,0,0,0,0,0.014158,0
47892,47892,,3,1,4,0.333333,0.013379,0,307,3,0.000157,3,1,4,0,0,0,0,0.014046,0
2938,2938,,4,7,11,0.133333,0.051528,0,236,30,0.000192,5,8,13,5,0.405797,0.507143,217.666667,0.011351,0.020388
31640,31640,,4,4,8,0.190476,0.021917,0,231,30,0.000174,4,4,8,1,1,1,11.25,0.015072,0.006653
60163,60163,,2,1,3,0.5,0.012387,0,691,1,0.000228,2,1,3,0,0,0,0,0,0
125103,125103,,1,0,1,0,0.009323,0,588,25,0.000154,1,0,1,0,0,0,0,0.010062,0
51507,51507,,2,1,3,0.5,0.014369,0,585,25,0.000154,3,2,5,0,0,0,0,0.010062,0
78186,78186,,1,0,1,0,0.009323,0,584,25,0.000154,1,0,1,0,0,0,0,0.010062,0
43510,43510,,2,0,2,0,0.015952,0,406,25,0.000158,2,0,2,0,0,0,0,0.013545,0
78374,78374,,10,5,15,0.115385,0.089046,0,464,15,0.000261,12,5,17,2,0.75,0.833333,94.505846,0.037027,0.01429
10202,10202,,1,5,6,0.25,0.002832,0,1250,13,0.000152,1,5,6,4,0.435897,0.534314,0,0,0.00976
21258,21258,,4,4,8,0.166667,0.030954,0,645,15,0.000179,5,6,11,3,0.45,0.5,26.881818,0.014839,0.015112
3853,3853,,1,8,9,0,0.018028,0,644,30,0.000171,1,9,10,7,0.273319,0.334996,237.173485,0.001123,0.031189
34798,34798,,1,1,2,0,0.002832,40,1251,50,0.000152,2,2,4,0,0,0,0,0,0
2044,2044,,0,9,9,0.041667,0,0,1252,40,0.000152,0,12,12,7,0.249057,0.364358,0,0,0.011179
120877,120877,,1,0,1,0,0.003937,0,901,30,0.00017,1,0,1,0,0,0,0,0.000985,0
111945,111945,,2,0,2,0,0.006769,0,900,1,0.000183,2,0,2,0,0,0,0,0.002244,0
84007,84007,,0,1,1,0,0,0,1253,37,0.000152,0,1,1,1,1,1,0,0,0.000426
2094,2094,,0,8,8,0,0,0,1255,3,0.000152,0,10,10,8,0.25,0.354134,0,0,0.024056
76037,76037,,2,3,5,0.25,0.005664,0,1254,2,0.00017,7,8,15,2,0.75,0.833333,3,0.001197,0.002802
80395,80395,,5,1,6,0.2,0.046375,0,189,30,0.000404,5,1,6,0,0,0,0,0.002719,0
92232,92232,,0,1,1,0,0,0,1256,1,0.000152,0,1,1,1,1,1,0,0,0.000627
95183,95183,,3,0,3,0,0.034728,0,476,13,0.000272,3,0,3,0,0,0,0,0.003967,0
2123,2123,,0,3,3,0,0,0,1258,15,0.000152,0,3,3,2,0.714286,0.8,0,0,0.014205
59797,59797,,2,1,3,0.5,0.005664,0,1257,15,0.000199,2,1,3,0,0,0,0,0.000707,0
7186,7186,,2,3,5,0,0.045675,0,181,3,0.000169,2,3,5,2,0.8,0.875,48.633333,0.0079,0.002453
55565,55565,,6,1,7,0.266667,0.067102,0,462,15,0.000208,6,1,7,0,0,0,0,0.021945,0
52490,52490,,3,0,3,0,0.039804,0,437,2,0.000174,4,0,4,0,0,0,0,0.020563,0
20860,20860,,5,30,35,0.018487,0.046999,0,436,15,0.000192,6,41,47,3,0.578125,0.68018,896.993795,0.02483,0.074185
18548,18548,,0,2,2,0,0,0,1259,13,0.000152,0,3,3,3,0.461538,0.527778,0,0,0.015796
100477,100477,,1,1,2,0,0.002832,41,1260,51,0.000152,2,2,4,0,0,0,0,0,0
27358,27358,,1,4,5,0,0.003937,0,1124,37,0.00017,1,4,5,3,0.5,0.621212,15.5,0.000501,0.010799
2199,2199,,1,40,41,0.034615,0.002832,0,1261,3,0.000152,2,44,46,8,0.352163,0.452588,0,0,0.100915
2208,2208,,1,5,6,0.2,0.002832,0,1263,3,0.000152,3,9,12,9,0.206651,0.2644,0,0,0.006744
24229,24229,,2,1,3,0.5,0.006769,0,1262,3,0.00018,3,2,5,0,0,0,0,0.000336,0
122422,122422,,2,0,2,0,0.014489,0,474,25,0.000271,2,0,2,0,0,0,0,0.000094,0
110473,110473,,5,0,5,0,0.041016,0,385,30,0.000232,7,0,7,0,0,0,0,0.00468,0
121946,121946,,3,0,3,0,0.040644,0,347,3,0.000243,3,0,3,0,0,0,0,0.003692,0
85116,85116,,1,0,1,0,0.00415,0,980,25,0.000171,1,0,1,0,0,0,0,0.001295,0
31307,31307,,3,1,4,0.333333,0.014643,0,564,31,0.000216,4,2,6,0,0,0,0,0.012482,0
117000,117000,,1,1,2,0,0.002832,42,1264,52,0.000152,1,1,2,0,0,0,0,0,0
2363,2363,,1,6,7,0.2,0.002832,0,1265,15,0.000152,4,13,17,5,0.358491,0.439474,0,0,0.021999
35139,35139,,1,1,2,0,0.002832,43,1266,53,0.000152,2,2,4,0,0,0,0,0,0
119894,119894,,2,1,3,0.5,0.011264,0,414,25,0.000155,2,1,3,0,0,0,0,0.003482,0
22695,22695,,1,1,2,0,0.006629,0,412,25,0.000155,1,1,2,2,0.6,0.666667,1,0.003482,0.005057
56604,56604,,3,1,4,0.333333,0.02304,0,180,25,0.000208,6,3,9,0,0,0,0,0.003604,0
30455,30455,,2,1,3,0.5,0.011264,0,400,25,0.000155,2,1,3,0,0,0,0,0.003482,0
94072,94072,,1,0,1,0,0.006629,0,396,25,0.000155,1,0,1,0,0,0,0,0.003482,0
10593,10593,,0,12,12,0.007576,0,0,1267,30,0.000152,0,12,12,4,0.435374,0.520833,0,0,0.030701
117092,117092,,0,1,1,0,0,0,1268,37,0.000152,0,1,1,1,1,1,0,0,0.000426
2405,2405,,0,11,11,0.009091,0,0,1270,3,0.000152,0,11,11,7,0.293447,0.375497,0,0,0.027344
92942,92942,,1,0,1,0,0.001915,0,1269,3,0.000165,1,0,1,0,0,0,0,0.001361,0
2422,2422,,0,7,7,0,0,0,1272,1,0.000152,0,8,8,8,0.261572,0.30002,0,0,0.014425
19546,19546,,2,3,5,0.25,0.005664,0,1271,25,0.000172,3,5,8,2,0.6,0.666667,3.333333,0.000718,0.014089
70160,70160,,4,1,5,0.25,0.021417,0,723,1,0.000172,7,3,10,0,0,0,0,0.01322,0
5696608,5696608,,2,7,9,0.160714,0.011951,0,721,31,0.000155,2,7,9,3,0.515152,0.627451,10.934524,0.007654,0.009815
102196,102196,,3,1,4,0.333333,0.014783,0,718,1,0.000159,3,1,4,0,0,0,0,0.009813,0
2533756,2533756,,0,1,1,0,0,0,1273,25,0.000152,0,1,1,1,1,1,0,0,0.000735
117119,117119,,1,1,2,0,0.002832,44,1274,54,0.000152,1,1,2,0,0,0,0,0,0
27009,27009,,1,19,20,0.061404,0.002832,0,1275,25,0.000152,1,22,23,4,0.631579,0.738426,0,0,0.048896
27012,27012,,1,12,13,0.083333,0.002832,0,1276,1,0.000152,3,16,19,4,0.480769,0.643333,0,0,0.050926
73070,73070,,8,3,11,0.1,0.044374,0,136,1,0.000334,8,4,12,1,1,1,54.292157,0.011203,0.003285
53114,53114,,3,34,37,0.034127,0.036568,0,483,25,0.000171,3,62,65,3,0.723077,0.836879,825.953058,0.005837,0.065154
27024,27024,,0,5,5,0,0,0,1277,13,0.000152,0,5,5,2,0.857143,0.916667,0,0,0.00842
84372,84372,,1,1,2,0,0.002832,45,1278,55,0.000152,2,2,4,0,0,0,0,0,0
10661,10661,,0,115,115,0.007094,0,0,1294,2,0.000152,0,195,195,4,0.540582,0.634325,0,0,0.247845
110742,110742,,1,0,1,0,0.001915,0,1293,2,0.000153,1,0,1,0,0,0,0,0.012334,0
39396,39396,,6,1,7,0.233333,0.050879,0,326,2,0.000232,8,3,11,0,0,0,0,0.017141,0
