,i,j,t
1665,310,312,83
1666,218,240,83
1667,79,116,83
1668,246,280,83
1669,162,193,83
1670,65,248,83
1671,1,179,83
1672,1,72,83
1673,317,323,83
1674,34,45,83
1675,121,203,83
1676,295,323,83
1677,295,317,83
1678,16,221,84
1679,218,240,84
1680,34,116,84
1681,79,178,84
1682,50,109,84
1683,162,193,84
1684,295,323,84
1685,1,72,84
1686,16,30,84
1687,60,267,84
1688,72,132,84
1689,50,61,84
1690,246,280,84
1691,23,164,84
1692,121,203,84
1693,295,297,84
1694,65,248,85
1695,10,124,85
1696,174,199,85
1697,310,312,85
1698,148,288,85
1699,60,267,85
1700,107,192,85
1701,1,72,85
1702,34,116,86
1703,120,193,86
1704,127,264,86
1705,1,179,86
1706,1,43,86
1707,30,221,86
1708,43,132,86
1709,120,162,86
1710,246,280,86
1711,50,109,86
1712,121,203,87
1713,10,124,87
1714,317,323,87
1715,1,72,87
1716,120,193,87
1717,30,221,87
1718,34,79,87
1719,65,248,87
1720,23,203,87
1721,34,45,87
1722,318,321,87
1723,43,132,87
1724,297,317,87
1725,174,199,87
1726,79,116,87
1727,34,178,87
1728,50,109,87
1729,79,116,88
1730,295,305,88
1731,246,280,88
1732,43,132,88
1733,50,109,88
1734,218,240,88
1735,60,267,88
1736,120,193,88
1737,121,203,88
1738,16,221,88
1739,1,179,88
1740,34,116,88
1741,1,72,88
1742,120,162,88
1743,50,60,88
1744,34,79,88
1745,30,221,88
1746,10,124,88
1747,295,317,89
1748,10,124,89
1749,16,30,89
1750,120,162,89
1751,16,221,89
1752,218,240,89
1753,30,221,89
1754,50,61,89
1755,43,132,89
1756,34,45,89
1757,72,132,89
1758,86,130,89
1759,43,132,90
1760,23,164,90
1761,25,66,90
1762,86,130,90
1763,76,162,90
1764,120,193,90
1765,60,267,90
1766,141,187,90
1767,116,315,90
1768,297,317,90
1769,65,248,90
1770,11,246,91
1771,65,248,91
1772,310,312,91
1773,43,132,91
1774,16,30,91
1775,86,130,91
1776,60,267,91
1777,25,66,91
1778,246,280,91
1779,297,305,91
1780,149,154,91
1781,121,203,91
1782,120,193,91
1783,1,72,91
1784,141,187,91
1785,43,132,92
1786,23,164,92
1787,16,30,92
1788,76,162,92
1789,10,124,92
1790,107,192,92
1791,120,162,92
1792,60,267,92
1793,120,193,92
1794,16,221,93
1795,86,130,93
1796,305,317,93
1797,34,45,93
1798,23,164,93
1799,4,175,93
1800,310,312,93
1801,43,132,93
1802,107,192,93
1803,120,193,93
1804,16,30,93
1805,1,72,93
1806,174,230,94
1807,107,192,94
1808,72,132,94
1809,60,267,94
1810,23,164,94
1811,310,312,94
1812,25,66,94
1813,116,148,94
1814,1,72,94
1815,121,203,94
1816,76,120,94
1817,34,79,95
1818,55,214,95
1819,72,132,95
1820,107,192,95
1821,86,130,95
1822,11,246,95
1823,34,45,96
1824,65,248,96
1825,246,280,96
1826,23,164,96
1827,116,315,96
1828,43,132,97
1829,120,193,97
1830,16,221,97
1831,310,312,97
1832,16,30,97
1833,25,66,97
1834,34,45,97
1835,23,164,97
1836,120,162,97
1837,121,203,97
1838,30,221,97
1839,9,170,98
1840,58,86,98
1841,79,178,98
1842,1,179,98
1843,310,312,98
1844,16,221,98
1845,34,175,98
1846,246,280,98
1847,305,323,98
1848,11,246,98
1849,43,132,98
1850,55,214,98
1851,34,45,98
1852,86,130,98
1853,60,267,98
1854,34,175,99
1855,121,203,99
1856,297,323,99
1857,16,30,99
1858,34,45,99
1859,310,312,99
1860,65,248,99
1861,16,221,99
1862,47,174,99
1863,120,162,99
1864,34,175,100
1865,120,193,100
1866,76,162,100
1867,16,30,100
1868,23,164,100
1869,293,294,100
1870,175,178,100
1871,120,162,100
1872,246,280,101
1873,293,294,101
1874,43,132,101
1875,60,267,101
1876,16,221,101
1877,1,179,101
1878,121,203,101
1879,1,43,101
1880,30,221,101
1881,149,154,101
1882,16,221,102
1883,120,162,102
1884,43,72,102
1885,60,267,102
1886,72,132,102
1887,293,294,102
1888,175,178,102
1889,43,132,102
1890,1,179,102
1891,23,164,102
1892,246,280,102
1893,134,229,103
1894,30,221,103
1895,23,203,103
1896,246,280,103
1897,25,66,103
1898,310,312,103
1899,1,179,103
1900,72,132,103
1901,121,203,103
1902,16,221,103
1903,34,175,104
1904,23,164,104
1905,60,267,104
1906,39,260,104
1907,1,179,104
1908,318,321,104
1909,310,312,104
1910,86,130,104
1911,120,162,104
1912,121,203,104
1913,107,192,104
1914,212,226,104
1915,58,86,104
1916,1,179,105
1917,293,294,105
1918,23,164,105
1919,121,203,105
1920,175,178,105
1921,86,130,105
1922,16,30,105
1923,34,45,105
1924,25,66,105
1925,79,116,105
1926,16,221,105
1927,36,253,106
1928,79,116,106
1929,34,45,106
1930,293,294,106
1931,58,86,106
1932,34,175,106
1933,162,193,106
1934,86,130,106
1935,246,280,106
1936,58,86,107
1937,76,120,107
1938,21,98,107
1939,10,124,107
1940,79,116,107
1941,175,178,107
1942,79,178,107
1943,43,132,107
1944,121,203,108
1945,21,98,108
1946,1,179,108
1947,76,120,108
1948,34,45,108
1949,58,86,108
1950,86,130,108
1951,76,162,108
1952,16,221,108
1953,43,132,108
1954,79,178,108
1955,79,116,108
1956,174,230,108
1957,45,175,109
1958,16,221,109
1959,34,175,109
1960,60,267,109
1961,121,203,109
1962,34,79,109
1963,34,45,109
1964,230,288,110
1965,246,280,110
1966,10,124,110
1967,1,179,110
1968,79,175,110
1969,34,175,110
1970,23,164,111
1971,34,79,111
1972,1,179,111
1973,65,248,111
1974,60,267,111
1975,34,175,111
1976,43,132,111
1977,58,86,111
1978,86,130,111
1979,121,203,111
1980,79,175,111
1981,16,221,111
1982,9,143,111
1983,21,98,111
1984,86,130,112
1985,218,276,112
1986,34,45,112
1987,34,79,112
1988,219,226,112
1989,21,98,112
1990,212,226,112
1991,76,120,112
1992,45,175,112
1993,23,164,112
1994,60,267,112
1995,246,280,112
1996,43,132,112
1997,16,221,112
1998,174,288,112
1999,79,175,112
2000,34,175,112
2001,1,179,112
2002,293,294,112
2003,65,288,113
2004,212,226,113
2005,202,300,113
2006,55,56,113
2007,34,45,113
2008,21,98,113
2009,9,143,113
2010,58,86,113
2011,212,226,114
2012,23,164,114
2013,34,175,114
2014,121,203,114
2015,34,79,114
2016,45,175,114
2017,79,175,114
2018,293,294,114
2019,9,143,114
2020,60,267,114
2021,8,36,114
2022,16,221,115
2023,34,45,115
2024,79,175,115
2025,212,226,115
2026,127,264,115
2027,23,164,115
2028,43,132,115
2029,45,116,115
2030,65,248,115
2031,79,116,115
2032,45,175,115
2033,116,175,115
2034,45,79,115
2035,21,98,115
2036,34,175,115
2037,116,175,116
2038,65,248,116
2039,34,116,116
2040,43,132,116
2041,107,192,116
2042,219,226,116
2043,293,294,116
2044,212,226,116
2045,23,164,116
2046,50,109,116
2047,305,317,116
2048,45,79,116
2049,152,186,116
2050,45,116,116
2051,21,98,116
2052,121,203,116
2053,121,203,117
2054,16,30,117
2055,16,221,117
2056,23,164,117
2057,45,116,117
2058,60,267,117
2059,34,116,118
2060,43,132,118
2061,65,248,118
2062,23,164,118
2063,310,312,118
2064,79,116,118
2065,121,203,118
2066,43,132,119
2067,310,312,119
2068,305,317,119
2069,16,30,119
2070,121,203,119
2071,21,39,119
2072,120,193,119
2073,58,86,119
2074,225,259,119
2075,43,98,119
2076,23,164,120
2077,120,162,120
2078,10,124,120
2079,43,132,120
2080,21,60,120
2081,1,72,120
2082,120,193,120
2083,305,317,120
2084,212,226,120
2085,257,298,120
2086,16,30,120
2087,76,120,120
2088,305,317,121
2089,152,185,121
2090,121,203,121
2091,45,175,121
2092,1,98,121
2093,302,313,121
2094,86,130,121
2095,21,39,121
2096,246,280,121
2097,34,45,121
2098,39,60,121
2099,127,264,121
2100,72,98,121
2101,219,226,121
2102,10,124,122
2103,43,98,122
2104,86,130,122
2105,72,98,122
2106,1,179,122
2107,23,164,122
2108,305,317,122
2109,175,178,122
2110,1,72,122
2111,127,264,122
2112,79,178,122
2113,45,116,122
2114,98,132,122
2115,79,116,122
2116,117,136,122
2117,141,187,122
2118,141,187,123
2119,98,179,123
2120,117,136,123
2121,152,186,123
2122,212,226,123
2123,214,259,123
2124,43,132,123
2125,26,288,123
2126,257,298,123
2127,76,162,123
2128,28,253,123
2129,120,162,123
2130,79,116,123
2131,86,130,123
2132,60,98,123
2133,28,36,123
2134,21,132,123
2135,152,186,124
2136,79,178,124
2137,23,203,124
2138,76,162,124
2139,39,98,124
2140,298,303,124
2141,55,214,124
2142,117,202,124
2143,58,86,124
2144,10,124,124
2145,127,264,124
2146,121,203,124
2147,117,202,125
2148,86,130,125
2149,175,178,125
2150,55,214,125
2151,127,264,125
2152,185,186,125
2153,257,298,125
2154,303,313,125
2155,43,132,125
2156,257,303,125
2157,7,152,125
2158,302,313,125
2159,76,120,125
2160,117,202,126
2161,1,43,126
2162,23,164,126
2163,28,36,126
2164,121,203,126
2165,120,162,126
2166,43,132,126
2167,45,116,126
2168,36,253,126
2169,293,302,126
2170,127,264,127
2171,174,230,127
2172,185,186,127
2173,214,257,127
2174,213,214,127
2175,45,79,127
2176,1,43,127
2177,55,257,127
2178,199,240,127
2179,43,98,127
2180,121,203,127
2181,152,186,127
2182,50,109,127
2183,55,213,127
2184,293,317,127
2185,221,288,128
2186,58,86,128
2187,213,214,128
2188,79,116,128
2189,1,179,128
2190,9,143,128
2191,141,187,128
2192,149,154,128
2193,225,259,128
2194,218,240,128
2195,213,257,128
2196,174,230,128
2197,152,186,128
2198,120,162,128
2199,120,193,128
2200,55,214,128
2201,36,253,128
2202,117,202,128
2203,41,205,128
2204,55,257,128
2205,214,257,128
2206,79,116,129
2207,43,132,129
2208,120,193,129
2209,76,162,129
2210,9,143,129
2211,120,162,129
2212,45,116,129
2213,152,186,129
2214,55,257,129
2215,185,186,129
2216,225,259,129
2217,36,253,129
2218,127,264,129
2219,117,202,129
2220,293,317,129
2221,294,317,129
2222,43,132,130
2223,214,257,130
2224,117,202,130
2225,218,240,130
2226,7,186,130
2227,149,154,130
2228,1,72,130
2229,302,313,130
2230,121,203,130
2231,55,214,130
2232,10,124,130
2233,1,179,130
2234,213,257,130
2235,199,240,130
2236,55,257,130
2237,58,86,131
2238,23,164,131
2239,36,253,131
2240,213,257,131
2241,43,132,131
2242,1,43,131
2243,120,162,131
2244,79,178,131
2245,76,120,131
2246,79,116,131
2247,25,240,131
2248,212,226,131
2249,293,317,131
2250,302,313,131
2251,7,152,131
2252,127,264,131
2253,225,259,131
2254,55,257,131
2255,260,267,132
2256,127,264,132
2257,7,186,132
2258,34,175,132
2259,55,257,132
2260,116,175,132
2261,1,276,132
2262,246,280,132
2263,43,132,132
2264,213,257,132
2265,58,86,132
2266,28,36,132
2267,310,312,132
2268,225,259,132
2269,149,154,132
2270,50,109,132
2271,23,164,132
2272,10,124,132
2273,79,178,132
2274,1,60,132
2275,1,260,132
2276,79,175,132
2277,7,152,133
2278,36,253,133
2279,43,132,133
2280,55,257,133
2281,7,186,133
2282,293,317,133
2283,79,175,133
2284,116,175,133
2285,79,116,134
2286,234,322,134
2287,20,301,134
2288,8,238,134
2289,116,175,134
2290,212,226,134
2291,76,120,134
2292,55,257,134
2293,76,162,134
2294,225,259,134
2295,310,312,134
2296,182,221,135
2297,117,202,135
2298,50,109,135
2299,34,175,135
2300,23,164,135
2301,79,116,135
2302,293,317,135
2303,238,245,135
2304,114,301,135
2305,72,132,135
2306,174,230,135
2307,79,175,135
2308,218,240,135
2309,116,175,135
2310,10,124,135
2311,1,179,136
2312,182,221,136
2313,7,152,136
2314,50,109,136
2315,6,245,136
2316,212,226,136
2317,41,205,136
2318,43,132,136
2319,214,257,136
2320,58,86,136
2321,1,43,136
2322,310,312,137
2323,97,153,137
2324,297,302,137
2325,21,98,137
2326,79,116,137
2327,79,175,137
2328,20,322,137
2329,225,259,137
2330,297,313,137
2331,127,264,137
2332,116,175,137
2333,36,253,137
2334,302,313,137
2335,55,214,137
2336,1,43,137
2337,121,203,137
2338,218,240,137
2339,302,313,138
2340,7,186,138
2341,127,264,138
2342,121,203,138
2343,43,98,138
2344,219,226,138
2345,43,72,138
2346,23,164,138
2347,55,214,138
2348,116,175,138
2349,114,301,138
2350,117,202,138
2351,212,226,138
2352,97,153,138
2353,171,238,138
2354,21,98,138
2355,23,164,139
2356,43,66,139
2357,212,226,139
2358,310,312,139
2359,97,153,139
2360,34,175,139
2361,297,313,139
2362,219,226,139
2363,55,214,139
2364,79,116,139
2365,65,174,139
2366,127,264,139
2367,121,203,139
2368,302,313,139
2369,21,98,139
2370,65,287,139
2371,98,132,139
2372,117,202,140
2373,7,186,140
2374,43,60,140
2375,34,175,140
2376,218,240,140
2377,171,238,140
2378,97,153,140
2379,212,219,140
2380,98,132,140
2381,55,214,140
2382,7,152,140
2383,238,245,140
2384,56,257,141
2385,65,287,141
2386,212,226,141
2387,7,152,141
2388,1,72,141
2389,10,124,141
2390,79,116,141
2391,302,313,141
2392,212,219,141
2393,127,264,141
2394,136,219,141
2395,47,230,141
2396,7,185,141
2397,218,240,141
2398,163,213,141
2399,45,175,141
2400,21,98,142
2401,21,240,142
2402,238,245,142
2403,7,185,142
2404,45,175,142
2405,34,175,142
2406,20,322,142
2407,212,226,142
2408,79,116,142
2409,79,175,142
2410,98,240,142
2411,212,219,142
2412,310,312,142
2413,302,313,142
2414,58,86,142
2415,1,72,142
2416,98,240,143
2417,20,322,143
2418,149,154,143
2419,214,257,143
2420,55,257,143
2421,212,226,143
2422,121,203,143
2423,302,313,143
2424,79,175,143
2425,23,164,143
2426,7,305,143
2427,238,245,143
2428,7,185,143
2429,310,312,143
2430,97,153,143
2431,65,174,143
2432,7,152,143
2433,163,213,143
2434,175,178,144
2435,116,178,144
2436,214,257,144
2437,7,152,144
2438,163,213,144
2439,152,186,144
2440,225,259,144
2441,212,226,144
2442,55,214,144
2443,20,322,144
2444,79,116,144
2445,79,178,144
2446,34,79,144
2447,43,240,144
2448,50,109,144
2449,225,305,144
2450,127,264,144
2451,34,178,144
2452,65,174,144
2453,65,230,145
2454,297,313,145
2455,43,240,145
2456,65,174,145
2457,79,116,145
2458,302,323,145
2459,163,213,145
2460,212,226,145
2461,34,178,145
2462,21,43,145
2463,121,203,145
2464,56,257,145
2465,72,132,145
2466,163,257,145
2467,8,245,145
2468,174,230,145
2469,313,323,145
2470,313,323,146
2471,2,264,146
2472,23,164,146
2473,8,238,146
2474,225,305,146
2475,127,264,146
2476,121,203,146
2477,163,261,146
2478,34,178,146
2479,65,287,146
2480,261,305,146
2481,79,116,146
2482,79,175,146
2483,212,226,146
2484,50,109,146
2485,1,72,146
2486,259,305,147
2487,79,178,147
2488,65,174,147
2489,214,257,147
2490,79,175,147
2491,10,124,147
2492,213,261,147
2493,297,313,147
2494,56,214,147
2495,246,280,147
2496,1,72,147
2497,199,240,147
2498,79,116,147
2499,55,257,147
2500,23,164,147
2501,55,214,148
2502,313,323,148
2503,10,124,148
2504,302,313,148
2505,1,72,148
2506,6,238,148
2507,34,175,148
2508,212,219,148
2509,34,178,148
2510,79,175,148
2511,23,164,148
2512,127,264,148
2513,302,323,148
2514,55,257,148
2515,121,203,148
2516,225,305,148
2517,117,202,148
2518,79,116,148
2519,50,61,149
2520,149,154,149
2521,34,175,149
2522,302,313,149
2523,214,257,149
2524,116,178,149
2525,297,313,149
2526,79,178,149
2527,79,116,149
2528,302,323,149
2529,34,178,149
2530,6,171,149
2531,199,240,149
2532,225,305,149
2533,214,257,150
2534,199,240,150
2535,10,124,150
2536,117,202,150
2537,116,178,150
2538,127,264,150
2539,259,305,150
2540,302,323,150
2541,313,323,150
2542,79,178,150
2543,34,178,150
2544,34,175,150
2545,55,257,150
2546,20,322,150
2547,34,79,150
2548,65,230,150
2549,116,175,150
2550,310,312,151
2551,50,61,151
2552,8,245,151
2553,47,230,151
2554,116,178,151
2555,79,175,151
2556,212,226,151
2557,21,98,151
2558,116,175,151
2559,61,143,151
2560,10,124,151
2561,79,178,151
2562,20,234,151
2563,55,257,151
2564,23,164,151
2565,121,203,151
2566,259,305,151
2567,34,178,151
2568,313,323,151
2569,34,175,151
2570,225,305,151
2571,10,124,152
2572,238,245,152
2573,136,166,152
2574,60,267,152
2575,65,174,152
2576,97,153,152
2577,21,98,152
2578,116,178,152
2579,212,226,152
2580,23,164,152
2581,72,132,152
2582,8,238,152
2583,225,305,152
2584,310,312,152
2585,79,175,152
2586,34,175,152
2587,225,259,152
2588,20,322,152
2589,225,259,153
2590,72,132,153
2591,76,162,153
2592,55,214,153
2593,23,164,153
2594,79,178,153
2595,293,317,153
2596,8,245,153
2597,202,300,153
2598,212,219,153
2599,79,175,153
2600,116,178,153
2601,21,98,153
2602,259,305,153
2603,162,193,153
2604,7,212,153
2605,66,240,154
2606,20,320,154
2607,302,323,154
2608,120,193,154
2609,28,36,154
2610,79,116,154
2611,297,313,154
2612,121,203,154
2613,65,174,154
2614,55,257,154
2615,117,202,154
2616,310,312,154
2617,23,164,154
2618,212,219,154
2619,10,124,154
2620,8,245,154
2621,50,61,154
2622,202,300,154
2623,259,305,154
2624,212,226,154
2625,313,323,155
2626,302,323,155
2627,259,305,155
2628,225,259,155
2629,21,98,155
2630,10,124,155
2631,97,153,155
2632,310,312,155
2633,163,213,155
2634,218,240,155
2635,238,245,155
2636,116,175,155
2637,136,186,155
2638,320,322,155
2639,23,203,155
2640,56,163,155
2641,56,257,155
2642,65,174,156
2643,23,164,156
2644,225,259,156
2645,212,219,156
2646,218,240,156
2647,65,230,156
2648,116,175,156
2649,79,175,156
2650,121,203,156
2651,310,312,156
2652,238,245,156
2653,120,193,156
2654,79,116,156
2655,171,238,156
2656,127,264,156
2657,259,305,156
2658,23,203,157
2659,313,323,157
2660,212,219,157
2661,310,312,157
2662,98,132,157
2663,50,61,157
2664,218,276,157
2665,302,323,157
2666,34,175,157
2667,212,226,157
2668,259,305,157
2669,302,313,157
2670,121,203,157
2671,21,98,157
2672,186,212,157
2673,34,175,158
2674,43,132,158
2675,186,219,158
2676,310,312,158
2677,212,219,158
2678,45,116,158
2679,50,61,158
2680,212,226,158
2681,76,162,158
2682,8,245,158
2683,34,116,158
2684,259,305,158
2685,313,323,158
2686,302,313,158
2687,297,302,158
2688,297,313,158
2689,60,267,158
2690,121,203,158
2691,23,203,158
2692,34,45,158
2693,23,164,158
2694,225,259,158
2695,50,61,159
2696,259,305,159
2697,1,179,159
2698,120,193,159
2699,23,164,159
2700,186,212,159
2701,34,175,159
2702,302,323,159
2703,121,203,159
2704,225,259,159
2705,79,175,159
2706,186,219,159
2707,43,132,159
2708,10,124,159
2709,313,323,159
2710,61,143,159
2711,21,98,159
2712,297,313,159
2713,65,287,159
2714,116,175,159
2715,60,267,159
2716,127,264,159
2717,2,264,159
2718,20,257,160
2719,212,219,160
2720,310,312,160
2721,313,314,160
2722,20,55,160
2723,8,238,160
2724,163,213,160
2725,212,226,160
2726,214,257,160
2727,259,305,160
2728,50,276,160
2729,79,116,160
2730,238,245,160
2731,120,162,160
2732,116,175,160
2733,50,109,160
2734,43,132,160
2735,61,143,160
2736,61,124,160
2737,20,214,160
2738,60,267,160
2739,23,203,160
2740,225,259,160
2741,171,238,160
2742,34,175,160
2743,55,257,160
2744,314,323,161
2745,186,226,161
2746,186,219,161
2747,219,226,161
2748,212,219,161
2749,120,193,161
2750,297,313,161
2751,23,203,161
2752,55,214,161
2753,79,175,161
2754,186,212,161
2755,21,98,161
2756,55,257,161
2757,171,238,161
2758,50,61,161
2759,144,238,161
2760,186,212,162
2761,127,264,162
2762,171,245,162
2763,297,313,162
2764,313,323,162
2765,50,109,162
2766,56,163,162
2767,43,132,162
2768,225,305,162
2769,79,175,162
2770,259,305,162
2771,212,219,162
2772,212,226,162
2773,302,314,162
2774,121,203,162
2775,171,238,162
2776,313,314,162
2777,314,323,162
2778,23,164,162
2779,116,175,163
2780,39,179,163
2781,79,116,163
2782,320,322,163
2783,163,213,163
2784,310,312,163
2785,297,302,163
2786,56,163,163
2787,76,162,163
2788,238,245,163
2789,260,267,163
2790,166,251,163
2791,302,323,163
2792,313,314,163
2793,1,39,163
2794,171,238,163
2795,1,179,164
2796,1,39,164
2797,166,251,164
2798,20,55,164
2799,61,143,164
2800,238,245,164
2801,225,259,164
2802,20,214,164
2803,76,162,164
2804,79,116,164
2805,23,164,164
2806,171,245,164
2807,186,219,164
2808,56,213,164
2809,313,323,165
2810,56,163,165
2811,50,61,165
2812,186,219,165
2813,171,238,165
2814,23,164,165
2815,61,143,165
2816,55,214,166
2817,238,245,166
2818,313,323,166
2819,116,175,166
2820,116,178,166
2821,50,61,166
2822,127,264,166
2823,23,164,166
2824,121,203,166
2825,186,219,166
2826,132,179,166
2827,65,230,166
2828,86,130,167
2829,186,219,167
2830,79,175,167
2831,314,323,167
2832,121,203,167
2833,166,251,167
2834,219,226,167
2835,225,259,167
2836,310,312,167
2837,238,245,168
2838,313,314,168
2839,116,178,168
2840,79,175,168
2841,149,154,168
2842,297,313,168
2843,302,323,168
2844,20,214,168
2845,61,143,169
2846,116,175,169
2847,186,226,169
2848,10,124,169
2849,65,174,169
2850,23,164,169
2851,225,305,169
2852,20,55,169
2853,79,178,169
2854,186,219,169
2855,313,314,169
2856,259,305,169
2857,225,259,169
2858,310,312,169
2859,58,86,170
2860,259,305,170
2861,218,240,170
2862,310,312,170
2863,219,226,170
2864,313,314,170
2865,79,116,170
2866,65,148,170
2867,65,174,170
2868,20,55,170
2869,55,214,170
2870,314,321,171
2871,313,325,171
2872,116,175,171
2873,302,323,171
2874,260,267,171
2875,212,226,171
2876,121,203,171
2877,10,124,171
2878,321,325,171
2879,79,116,171
2880,65,174,171
2881,310,312,171
2882,79,175,171
2883,34,175,171
2884,313,314,172
2885,302,314,172
2886,65,287,172
2887,310,312,172
2888,65,230,172
2889,76,120,172
2890,313,325,172
2891,116,175,172
2892,314,323,172
2893,202,296,172
2894,60,267,172
2895,2,264,172
2896,34,175,172
2897,79,116,172
2898,58,86,172
2899,121,203,172
2900,79,175,172
2901,186,219,172
2902,34,175,173
2903,259,305,173
2904,116,175,173
2905,313,314,173
2906,212,219,173
2907,60,260,173
2908,65,287,173
2909,313,321,173
2910,302,314,173
2911,121,203,173
2912,28,36,173
2913,246,280,173
2914,310,312,173
2915,23,164,173
2916,212,226,174
2917,127,264,174
2918,174,287,174
2919,65,287,174
2920,186,219,174
2921,186,226,174
2922,23,164,174
2923,218,240,174
2924,212,219,174
2925,34,175,174
2926,34,45,175
2927,34,79,175
2928,23,164,175
2929,310,312,175
2930,25,66,175
2931,45,175,175
2932,65,174,175
2933,98,260,175
2934,79,116,175
2935,116,175,175
2936,321,325,175
2937,212,219,175
2938,212,226,175
2939,218,240,175
2940,60,267,176
2941,127,264,176
2942,79,178,176
2943,149,154,176
2944,34,175,176
2945,34,79,176
2946,320,322,176
2947,174,189,176
2948,302,323,176
2949,321,325,176
2950,163,213,176
2951,214,257,176
2952,121,203,176
2953,224,257,176
2954,186,212,176
2955,23,164,176
2956,212,226,176
2957,28,36,176
2958,34,45,176
2959,45,175,176
2960,34,178,176
2961,166,251,176
2962,297,313,177
2963,225,259,177
2964,34,178,177
2965,10,124,177
2966,6,238,177
2967,43,72,177
2968,163,213,177
